post_id,post_title,date,raw_company,raw_title,raw_yoe,raw_salary,raw_salary_total,raw_location,company,title,location,yoe,salary,salary_total
702068,D.E.Shaw | Member Technical | Hyderabad,2020/06/23,d.e.shaw india,memeber technical,0,22 l,: 32.5 l,"hyderabad,india",d.e. shaw,n/a,hyderabad,0.0,2200000.0,3250000.0
1694714,Paypal || SE2 || Chennai,2022/01/16,paypal india,software engineer 2,4,inr 1600000,: ~25 l,chennai,paypal,sde 2,chennai,4.0,1600000.0,2500000.0
1118561,Amazon | SDE2 L5,2021/03/20,amazon,sde2,3,32 l inr,: ~47l inr,"hyderabad, india",amazon,sde 2,hyderabad,3.0,3200000.0,4700000.0
1635864,Zeta | SDE2 | Bengaluru,2021/12/19,zeta suite,software engineer level 2,3+,35lpa base,: ~43lpa (first year) + stocks,bangalore,zeta,n/a,bangalore,3.0,3500000.0,4300000.0
1630908,Infosys | Analyst | Mysore,2021/12/16,infosys,analyst,0,"3,80,000/-",": 3,80,000/-",mysore,infosys,analyst,mysore,0.0,380000.0,380000.0
1535176,Paytm | Senior Software Engineer | Noida,2021/10/22,paytm,senior software engineer,5 yrs 6months,"inr 48,00,000",": ~ 54,00,000 inr",noida,paytm,sde 2,delhi,5.5,4800000.0,5400000.0
1267696,Informatica | DevOps Engineer | Bangalore,2021/06/12,informatica,devops,1.8,inr 1200000,: 1450000,bangalore,informatica,n/a,bangalore,1.8,1200000.0,1450000.0
1147298,Moonfrog Labs | SSE 1 | Bangalore,2021/04/07,moonfrog labs,senior software engineer 1,4.5,39l,: 43l,bangalore,moonfrog labs,sde 2,bangalore,4.5,3900000.0,4300000.0
1187916,KreditBee | SDE1 | Bangalore,2021/05/02,kreditbee,software development engineer,,"inr 18,00,000",": 19,00,000 for 1st year","bangalore, india",kreditbee,sde 1,bangalore,-1.0,1800000.0,1900000.0
823642,Oracle || Application Developer || Hyderabad,2020/09/01,oracle,application developer,2,"950,000",": 950,000",hyderabad,oracle,application developer 1,hyderabad,2.0,950000.0,950000.0
1079438,PharmEasy Bangalore Software Engineer,2021/02/23,pharmeasy,software engineer,2.5 years,rs.1300000,:rs.1300000,bangalore,pharmeasy,sde 1,bangalore,2.5,1300000.0,1300000.0
1135140,Google | L3 | India,2021/03/31,google,l3 or software engineer - 2,0,16.80l,: 28l,india,google,sde 2,india,0.0,1680000.0,2800000.0
1566089,Amazon | SDE 2 | Bangalore,2021/11/08,amazon,sde2,6.2yrs,"inr 40,00,000",": ~75,00,000 inr",bangalore,amazon,sde 2,bangalore,6.2,4000000.0,7500000.0
1575793,Standard Charterted | SDE1 | Bengaluru,2021/11/13,standard chartered gbs,software development engineer-1,0,"inr 15,00,000",": inr 17,22,000",bengaluru,standard chartered gbs,sde 1,bangalore,0.0,1500000.0,1722000.0
1159930,Oyo | SDE 2,2021/04/15,mnc,software engineer,3.9,33lpa fixed,: 35 lpa,bangalore,mnc,sde 1,bangalore,3.9,3300000.0,3500000.0
1271962,Pharmeasy | SSE | Bangalore,2021/06/14,pharmeasy,senior software engineer,,rs.2200000,:rs.23 lpa,bangalore,pharmeasy,sde 2,bangalore,-1.0,2200000.0,2300000.0
1713451,Accenture | Advanced App Engineering Associate | India,2022/01/23,accenture,advanced app engineering associate,0,"5,41,500 inr",": 6,50,528 inr",india,accenture,n/a,india,0.0,541500.0,650528.0
1142323,Myntra | SDE1 | bangalore,2021/04/04,myntra,software engineer 1,1.7,19 base,: (19+1+9/4)=22l,bangalore,myntra,sde 1,bangalore,1.7,1900000.0,2200000.0
1486196,Microsoft | SWE1,2021/09/26,microsoft,software engineer i,0,₹13.22lpa,: ~ ₹45lac (ctc),"hyderabad, india",microsoft,sde 1,hyderabad,0.0,1322000.0,4500000.0
847313,Publicis Sapient | ASDE1 | Bangalore,2020/09/15,publicis sapient,asde1,0,inr 750000,": inr 9,00,000",bangalore,publicis sapient,sde 1,bangalore,0.0,750000.0,900000.0
1678596,OYO | SDE 3 | Gurgaon,2022/01/09,oyo,sde3,5+,inr 4500000,": inr 54,00,000",gurgaon,oyo,sde 3,delhi,5.0,4500000.0,5400000.0
1086361,Cisco | SDE1 | Bengaluru | Accept,2021/02/28,cisco,sde1,1.5yrs,9 lpa,:9.63l,bengaluru,cisco,sde 1,bangalore,1.5,900000.0,963000.0000000001
1005068,Karza Technologies AUG 2020,2021/01/06,karza technologies,software engineer,2,13lpa fixed,: 15lpa,mumbai,karza technologies,sde 1,mumbai,2.0,1300000.0,1500000.0
1725849,Amazon | SDE2,2022/01/28,amazon,sde2,4yrs 2 months,"inr 33,55,000",": inr 52,00,000 first year",gurgaon,amazon,sde 2,delhi,4.166666666666667,3355000.0,5200000.0
1199255,FICO | SDE | BANGALORE,2021/05/09,fico,sde 1,0,"10,00,000 inr",": 12,50,000 inr",bangalore,fico,sde 1,bangalore,0.0,1000000.0,1250000.0
1422608,Goldman Sachs | Associate | Bangalore,2021/08/24,goldman sachs,associate,3.2,26l,: 30l,bangalore,goldman sachs,sde 1,bangalore,3.2,2600000.0,3000000.0
1396684,Visa | Software Engineer (New Campus Grad) | Bangalore,2021/08/11,visa,software engineer,1 year,14 fixed,,bangalore india,visa inc,sde 1,bangalore,1.0,1400000.0,-1.0
1656657,Bloomberg | SDE New Grad | Pune,2021/12/30,bloomberg,sde,0,26.3 lac inr,: 35.5 lac inr,pune,bloomberg,sde 1,pune,0.0,2630000.0,3550000.0
1627657,CleverTap | Senior Backend Engineer | Mumbai,2021/12/14,clevertap,senior engineer,4,33lpa fixed,: 36.3lpa (fixed + 10% variable) --> upto 60% hike,mumbai,clevertap,sde 2,mumbai,4.0,3300000.0,3629999.9999999995
1699807,Informatica | Software Engineer | Bangalore,2022/01/18,informatica,software engineer,1.1 years +,"15,00,000",": 15,00,000 + 186512 + 150000 = ~1836512","bangalore, karnataka",informatica,sde 1,bangalore,1.1,1500000.0,1836512.0
1442711,Groww | SDE 1,2021/09/03,groww,sde 1,2 years,18 lpa,: 22,bangalore,groww,sde 1,bangalore,2.0,1800000.0,-1.0
1620886,Amazon | SDE 2 | Bangalore,2021/12/10,amazon,sde2,5+,"inr 44,00,000",: ~70 lpa,bangalore,amazon,sde 2,bangalore,5.0,4400000.0,7000000.0
1654875,Microsoft | L63 | Bangalore,2021/12/29,microsoft,l63,9.5,45l,for first year: ~67l,"bangalore, india",microsoft,sde 3,bangalore,9.5,4500000.0,6700000.0
1137637,Salesforce | SMTS | Hyderabad,2021/04/01,salesforce,smts,9 years,"inr 4,200,000",": ~ inr 6, 000, 000 per year.",hyderabad,salesforce,mts 2,hyderabad,9.0,4200000.0,6000000.0
1397439,Expedia | Senior Software Engineer (Level M) | Gurgaon,2021/08/11,expedia,senior software engineer,10,"55,00,000 inr",,gurgaon,expedia,sde 2,delhi,10.0,5500000.0,-1.0
1572836,Google | Web Solutions Engineer | Hyderabad,2021/11/12,google,web solutions engineer,0,inr 18.3 lpa,: ~ 30 lpa excluding relocation bonus,hyderabad,google,n/a,hyderabad,0.0,1830000.0,3000000.0
497154,Go-Jek | SSE | Bangalore,2020/02/02,go-jek,sse,4.3,"inr 34,30,000",": inr 41,07,640 first year",bangalore,gojek,sde 2,bangalore,4.3,3430000.0,4107640.0
1104564,share,2021/03/11,oyo,software engineer 2,4+,"rs 27,00,000",": ~rs 27,00,000",hyderabad,oyo,sde 2,hyderabad,4.0,2700000.0,2700000.0
1263221,PayPal | DS1 | T24 | Bangalore,2021/06/10,paypal,ds1,4 years,27l,-> first year (salary + bonus + stock): ~ 41l,bangalore,paypal,n/a,bangalore,4.0,2700000.0,4100000.0
1439360,Flipkart vs Morgan Stanley. Please guide!!,2021/09/02,flipkart,sde-1,2,20 lpa,: ~22lpa,bangalore,flipkart,sde 1,bangalore,2.0,2000000.0,2200000.0
1261350,Zendrive | SDE-I | Bangalore | May 2021 [Offer],2021/06/09,zendrive,sde-i,~4,14.5l,: 19.04l (excluded stocks as those are esops),bangalore,zendrive,sde 1,bangalore,4.0,1450000.0,1904000.0
658004,Cisco | SDE2 | Bangalore,2020/05/29,cisco systems,software developer 2,2.9,rs. 11.25 lpa,,bengaluru india,cisco,sde 2,bangalore,2.9,1125000.0,-1.0
1566102,Grofers |SDE 2 | Bangalore,2021/11/08,grofers,software development engineer 2,5yrs 1 months,"rs. 47,00,000",": rs. 58,00,000 for first year",bangalore,grofers,sde 2,bangalore,5.083333333333333,4700000.0,5800000.0
1366359,Informatica vs Azuga | SSE | Bangalore,2022/02/05,microsoft,software dev. i,2,17 lpa,: (1700000 + 298000 + ~200000) = ~22lpa first year,bangalore,microsoft,sde 1,bangalore,2.0,1700000.0,-1.0
1652237,Amazon | SDE 2 | Bangalore,2021/12/28,amazon,sde2,5.6yrs,"inr 44,00,000",: ~72 lpa,bangalore,amazon,sde 2,bangalore,5.6,4400000.0,7200000.0
320406,Hitachi Consulting | Senior Consultant | Bangalore,2019/06/26,hitachi consulting,senior consultant,4.6 years,"inr 19,000,00",": inr 21,00,000 first year",bangalore,hitachi consulting,n/a,bangalore,4.6,1900000.0,2100000.0
1745993,{ FLIPKART }  { SDE-1 } { BANGALORE },2022/02/05,flipkart,sde 1,1.5 yrs,inr 20 lpa,": ~inr 24,00,000","bangalore, india",flipkart,sde 1,bangalore,1.5,2000000.0,2400000.0
1475156,Arista | Bangalore | Software Engineer,2021/09/20,arista,software engineer,7.5 yoe,26.5 lpa,: ~38.5 lpa,bangalore,arista,sde 1,bangalore,7.5,2650000.0,3850000.0
1117256,GamesKraft | Software Engineer | Bangalore,2021/03/19,gameskraft,software engineer,"6 months intern, 6 months sde",24 l,: 32l,bangalore,gameskraft,sde 1,bangalore,0.5,2400000.0,3200000.0
1646901,Media.net(Directi) | SDE-1 | 2022 Grad,2021/12/25,media.net,sde-1,,18l,: 25.05l,mumbai,media.net,sde 1,mumbai,-1.0,1800000.0,2505000.0
1496024,Expedia (M Level ) |  Microsoft (L63),2021/10/01,expedia,senior sde,9+,60l,: 73.25 lac (base + signning/4 + stock/4),gurgaon,expedia,sde 2,delhi,9.0,6000000.0,7325000.0
875000,Amazon | L4 | Bangalore,2020/10/02,amazon,software dev. i,0,"₹13,50,000",,"bangalore, india",amazon,sde 1,bangalore,0.0,1350000.0,-1.0
1664578,Goldman Sachs | Analyst | Bangalore,2022/01/03,goldman sachs,analyst,2 years 4 months,2700000,: 3500000,bangalore,goldman sachs,analyst,bangalore,2.3333333333333335,2700000.0,3500000.0
1596024,Turvo | Sotfware Engineer | Hyderabad [Offer],2021/11/25,turvo,software engineer,3.2 year fte and 6 months of intern experience,20 lpa,: 23.8 to 24 lpa for 1st year,hyderabad,turvo,sde 1,hyderabad,3.2,2000000.0,2400000.0
1315176,Qualcomm | Engineer | Hyderabad,2021/07/04,qualcomm,engineer,2,rs 1500000,: rs 1800000 (approax),"hyderabad, india",qualcomm,sde 1,hyderabad,2.0,1500000.0,1800000.0
1328591,ABB | Technology Engineer | Bengaluru,2021/07/10,abb,technology engineer,0 years,"inr 11,00,000",,bengaluru,abb,n/a,bangalore,0.0,1100000.0,-1.0
1170756,Leena.ai | SE  | Gurugram,2021/04/22,leena . ai,software dev. i,1.10 years,"22,00,000",": 23,00,000 (inr)","gurugram, india",leena.ai,sde 1,delhi,1.1,2200000.0,2300000.0
1496018,OLA - SDE 2,2021/10/01,ola,sde-2,5yrs 2 months,"rs. 27,00,000","~ rs. 33,00,000",india,ola,sde 2,india,5.166666666666667,2700000.0,3300000.0
920015,Dassault Systems | Research and Development Manager | Pune,2020/11/02,"dassault systemes, pune",research and development manager,8,"16,00,000 /-",": 16,00,000 /- (inr)",pune,dassault systemes,n/a,pune,8.0,1600000.0,1600000.0
1051968,"ServiceNow | Software Engineer | Hyderabad, India",2021/02/06,servicenow,ic2,3.5+ years,1750000,: 1500000 + 150000 + 500000 + pf benefits ~ 22 lpa for first year,hyderabad india,servicenow,ic2,hyderabad,3.5,1750000.0,-1.0
1607020,Paytm vs Cleartax | Senior Software Engineer,2021/12/02,paytm,senior software engineer,3.5 years,32 lpa,: 35 lpa,bangalore,paytm,sde 2,bangalore,3.5,3200000.0,3500000.0
1099123,Informatica R&D - Software Engineer - Bengaluru,2021/03/08,informatica,software engineer,2.5,"inr 15,000,00",": ~ 16,25,000 + 50,000 + 1,00,000 + 1,50,000","bengaluru, india",informatica,sde 1,bangalore,2.5,1500000.0,-1.0
1235503,Goldman Sachs | Analyst | Bangalore,2021/05/28,goldman sachs,analyst,~2,19lpa,: 24lpa,bangalore,goldman sachs,analyst,bangalore,2.0,1900000.0,2400000.0
1683320,MakeMyTrip | Software Engineer | 2022 Grads,2022/01/11,makemytrip,software engineer,0,12 lpa,: 12 + 1.5 = 13.5lpa,gurgaon,makemytrip,sde 1,delhi,0.0,1200000.0,1350000.0
895651,Josh Technology Group | SDE | Gurugram,2020/10/15,josh technology group,software developer,0,"inr 7,00,000",": ~inr 8,00,000","gurugram, haryana, india",josh technology group,sde 1,delhi,0.0,700000.0,800000.0
1019723,ClearTax| SDE2 | Bangalore,2021/01/16,cleartax,sde ii,2.6,22.73l inr,: 22.73 + 2.27 + 12 /5 = 27.4l / year,"bangalore, india",cleartax,sde 2,bangalore,2.6,2273000.0,2740000.0
1134869,Oracle | IC3 | Bangalore,2021/03/31,oracle,smts,9.8 years,2600000,: 2600000,bangalore,oracle,mts 2,bangalore,9.8,2600000.0,2600000.0
1367523,Publicis Sapient | Senior Software Engineer | Bangalore,2021/07/28,pramati technologies,senior development engineer,5,1750000 inr,: 1950000 for 1st year,hyderabad,pramati technologies,n/a,hyderabad,5.0,1750000.0,1950000.0
1328552,Mindtickle | Software Development Engineer I | Backend | Pune,2021/07/10,mindtickle,software development engineer i,0 years,"inr 17,50,000",,pune,mindtickle,sde 1,pune,0.0,1750000.0,-1.0
850519,TCS | SDE | Banglore,2020/09/17,tcs,system software engineer,0,336000,: 336000,banglore,tcs,systems engineer,bangalore,0.0,336000.0,336000.0
1476661,VMWare|Staff Engineer| Bangalore,2021/09/21,vmware,staff engineer,10,66l inr,: 55 + 11 + ~10 = 76l for first year,"bangalore, india",vmware,staff sde,bangalore,10.0,6600000.0,7600000.0
1089324,Techmojo | Member of Technical Staff | Hyderabad,2021/03/02,techmojo,member of technical staff,3.8,20 fixed,: 20lpa + 0 + 0 = 20lpa / year,hyderabad,techmojo,mts 1,hyderabad,3.8,2000000.0,2000000.0
696755,Expedia | ASDE 1 | Gurgaon,2020/06/20,expedia,associate software developement engineer i,0,11 lpa,: 12 lpa for first year,"gurgaon, india",expedia,sde 1,delhi,0.0,1100000.0,1200000.0
1534308,Amazon | SDE 2 | L5 | Bangalore | India,2021/10/22,amazon,sde 2,5 yrs,"35,00,000 inr",: ~58l for 1st and 2nd year,bangalore,amazon,sde 2,bangalore,5.0,3500000.0,5800000.0
1746732,Microsoft || SDE 1 || Bengaluru,2022/02/06,microsoft,sde-1,1 years,18 lpa,: ~26-27 lpa,bangaluru,microsoft,sde 1,bangalore,1.0,1800000.0,2700000.0
1746726,Uber || SDE 1 || Bengaluru,2022/02/06,uber,sde1,0,inr 1800000,: inr 2382600,bengaluru,uber,sde 1,bangalore,0.0,1800000.0,2382600.0
565101,Goldman Sachs | Associate | Bangalore,2020/04/05,goldman sachs,associate,4.6,"inr 31,00,000",": inr 39,00,000",bangalore,goldman sachs,sde 1,bangalore,4.6,3100000.0,3900000.0
1185252,Cashfree | PE2 | Bangalore,2021/05/01,cashfree,pe2,~6,"42,00,000",": ~51,00,000 = 42(base) + 3(joining bonus) + 3(variable) + 3(stocks)",bangalore,cashfree,n/a,bangalore,6.0,4200000.0,5100000.0
578622,Goibibo | Techinical Lead | Gurgaon,2020/04/14,goibibo,technical lead,7.8,27,: 27 lakhs,"gurgaon, india",goibibo,sde 3,delhi,7.8,2700000.0,2700000.0
1746724,Amazon || SDE 1 || Bengaluru,2022/02/06,amazon,sde-1,1yrs 7 months,inr 21 lpa base,": ~ 34,00,000",bangaluru,amazon,sde 1,bangalore,1.5833333333333335,2100000.0,3400000.0
1656279,Amazon | SDE 2 | Hyderabad,2021/12/30,amazon,sde2,5+yrs,"inr 44,00,000",: ~74 lpa,hyderabad,amazon,sde 2,hyderabad,5.0,4400000.0,7400000.0
1655943,Epsilon | SDE(I) | Bangalore,2021/12/30,epsilon,software engineer,,"inr 10,00,000",: 14.5l,"bangalore ,india",epsilon,sde 1,bangalore,-1.0,1000000.0,1450000.0
1359424,MPL | SDE-II | Bangalore,2021/07/24,tekion,software engineer - i,2,"inr 17,00,000",": inr 18,00,000 + stock options","bangalore, india",tekion,sde 1,bangalore,2.0,1700000.0,1800000.0
929033,Turvo | Associate Software Engineer | Hyderabad,2020/11/09,turvo inc,associate software engineer,1.5 years,"inr 13,00,000",": inr 15,05,000",hyderabad,turvo,sde 1,hyderabad,1.5,1300000.0,1505000.0
1368835,PayPal Compensation Discussion,2022/02/07,razorpay,sde 2,3,"36,00,000 inr",": 36 + 2 + 10/4 = 40,50,000 inr",bangalore,razorpay,sde 2,bangalore,3.0,3600000.0,4050000.0
966042,JPMorgan Chase & Co. | SDE 2021 | Bangalore/Hyderabad/Mumbai,2020/12/09,jpmorgan chase & co.,sde-1,0,"inr 12,00,000 per annum",": inr 14,00,000 per annum",bengaluru,jp morgan,sde 1,bangalore,0.0,1200000.0,1400000.0
386758,"Rakuten | Senior Software Engineer | Bangalore, India",2019/09/21,rakuten,senior software engineer,3 years,16.51,: ~18.50 lpa (inr),"bangalore, india",rakuten,sde 2,bangalore,3.0,1651000.0000000002,1850000.0
1595249,Walmart India | SE IN3 | Bengaluru,2021/11/25,walmart,se in3,2 years 5 months,28.6 lacs base salary,: 28.6 + 5.4 + (4/4) ==> 35 lacs,bengaluru,walmart,n/a,bangalore,2.4166666666666665,2860000.0,3500000.0
625947,Amazon | QA Engineer | Chennai,2020/05/11,amazon,qa engineer,7,22 lpa,: 28 lpa,"chennai, india",amazon,qa engineer,chennai,7.0,2200000.0,2800000.0
1384484,Job offer Paytm vs Flipkart,2021/08/05,paytm,sde1,2.3,19l,: 19l,bangalore,paytm,sde 1,bangalore,2.3,1900000.0,1900000.0
1321992,"Rupeek | SDE-2 | Bangalore, India",2021/07/07,rupeek,software development engineer ii,3,"inr 2,500,000",": ~inr 2,900,000 after first year","bangalore, india",rupeek,sde 2,bangalore,3.0,2500000.0,2900000.0
1269040,"OPPO R&D Software Engineer, Hyderabad",2021/06/13,oppo,sde1,0,inr 1400000,": inr 19,00,000",hyderabad,oppo,sde 1,hyderabad,0.0,1400000.0,1900000.0
1566114,Wipro | Engineer | Chennai,2021/11/08,wipro,engineer,0,"4,20,000/-",": 4,20,000/-",chennai,wipro,sde 1,chennai,0.0,420000.0,420000.0
1717999,Siemens Healthineers | SDE 1 | Bangalore,2022/01/25,siemens healthineers,sde1,6months+,"12,50,000",: 13.5 lpa,bangalore,siemens healthineers,sde 1,bangalore,0.5,1250000.0,1350000.0
1045248,"AMD (Advanced Micro Devices) | SDE2 | Bangalore, India",2021/02/01,amd,software dev. 2,1,inr 1250000,: ~inr 1475000,"bangalore, india",amd,sde 2,bangalore,1.0,1250000.0,1475000.0
1202811,GS | Analyst | India,2021/05/11,goldman sachs,analyst,,"29,00,000 inr",: ~39,"bangalore, india",goldman sachs,analyst,bangalore,-1.0,2900000.0,-1.0
1445901,Walmart | SDE 3 | Bangalore,2021/09/05,walmart,software developer engineer 3,2,"rs. 24,10,400",": ~33,15,400",bangalore,walmart,n/a,bangalore,2.0,2410400.0,3315400.0
1333372,"CleverTap | Backend Engineer | Mumbai, India",2021/07/12,clevertap,backend engineer,0,"inr 12,00,000",": inr 14,20,000",bengaluru,clevertap,sde 1,bangalore,0.0,1200000.0,1420000.0
1328034,Arcesium | Engineering Lead | Bangalore,2021/07/10,arcesium,engineering lead,7 years,"40,00,000 inr",": 50,00,000 inr / year",bangalore,arcesium,sde 3,bangalore,7.0,4000000.0,5000000.0
688743,ClearTax | SDE1 | Bangalore,2020/06/15,cleartax,software development engineer 1,0,rs 10.8 lpa,: rs 11.8 lpa,bangalore,cleartax,sde 1,bangalore,0.0,1080000.0,1180000.0
843003,Rivigo | SDE-2 | Gurgaon,2020/09/12,rivigo,sde-2,3,"inr 26,00,000",": inr 27,00,000",gurgaon,rivigo,sde 2,delhi,3.0,2600000.0,2700000.0
1345569,"Solution Architect (Apprentice) | Apisero, Noida",2021/07/18,apisero,solution architect,0,"8,00,000 inr",": 8,00,000 inr","noida, india",apisero,solutions architect,delhi,0.0,800000.0,800000.0
598503,Microsoft | SDE2 | Noida,2020/04/26,microsoft,sde 2,3 years,inr 25 lpa,,noida,microsoft,sde 2,delhi,3.0,2500000.0,-1.0
1318108,Cred | Software Engineer I | Backend | Bangalore,2021/07/05,cred,software engineer,0 years,"inr 20,00,000",,bengaluru,cred,sde 1,bangalore,0.0,2000000.0,-1.0
1581002,Amazon | SDE 2 | Bangalore,2021/11/16,amazon,sde2,5+ yrs,"inr 41,50,000",": inr 68,00,000 first year",bangalore,amazon,sde 2,bangalore,5.0,4150000.0,6800000.0
1063502,Impact Analytics | SDE3 | Bengaluru,2021/02/13,impact analytics,lead software engineer,5,30 lpa,: 38 lpa (inr),bengaluru,impact analytics,sde 3,bangalore,5.0,3000000.0,3800000.0
1077577,Accenture | Application Development Analyst | Feb 2021 | Mumbai,2021/02/22,accenture,application development analyst,2 years 6 months,9.43 lpa,: approx 10lpa,mumbai,accenture,n/a,mumbai,2.5,943000.0,1000000.0
1390354,Software Engineer | Pune,2021/08/08,product based mnc,software engineer,~4 years,"inr 13,00,000",": ~ inr 14,40,000 (excluding stocks)",pune,product based company,sde 1,pune,4.0,1300000.0,1440000.0
1062634,Microsoft| L63| Hyderabad,2021/02/13,microsoft,sse,9,rs. 47 lacs,: ~ rs. 79 lacs (considering average 15% performance bonus),"hyderabad, india",microsoft,sde 2,hyderabad,9.0,4700000.0,7900000.0
1211676,CoveredBySAGE | SDE 2 | Bangalore,2021/05/16,covered by sage,software dev. ii,1.6 years,"24,00,000",": 25,00,000 (inr)","bangalore, india",covered by sage,sde 2,bangalore,1.6,2400000.0,2500000.0
788958,Google | Software Engineer L4 | Bangalore,2020/08/13,google,software engineer l4,4yrs,inr 30lpa,": inr 59,06,417.00","bangalore, india",google,n/a,bangalore,4.0,3000000.0,5906417.0
1621224,Wipro | Analyst | Bangalore,2021/12/10,wipro,system analyst,0,"3,70,000/-",": 3,70,000/-",bangalore,wipro,n/a,bangalore,0.0,370000.0,370000.0
1215404,"Google | SWE L3 | Bangalore, India",2021/05/18,google,swe l3,4.9yr service company,18lpa,: 28lpa,india bangalore,google,sde 1,bangalore,4.9,1800000.0,2800000.0
1553178,OYO | SDE 1 | Gurgaon,2021/11/01,oyo,sde2,2+,inr 2600000,": inr 30,00,000",gurgaon,oyo,sde 2,delhi,2.0,2600000.0,3000000.0
1575746,Rubrik | SDE 2 | Bengaluru,2021/11/13,rubrik,software engineer 2,3+ years,"inr 44,00,000",": ~ 70,00,000 inr [including variable bonus]",bengaluru,rubrik,sde 2,bangalore,3.0,4400000.0,7000000.0
578540,"DE SHAW | Member Technical | Hyderabad, India",2020/04/14,de shaw,member technical,10 months,"inr 25,00,000",": inr 31,00,000 - 34,00,000","hyderabad, india",d.e. shaw,mts 1,hyderabad,0.8333333333333334,2500000.0,3400000.0
1442840,Expedia SDE 2,2021/09/04,expedia,sde 2,3,"26,00,000",": ~31,00,000",gurgaon,expedia,sde 2,delhi,3.0,2600000.0,3100000.0
1135195,Media.net SDE1 Mumbai,2021/03/31,media.net,sde,fresher,"rs 17,00,000","for first year : rs 23,16,500",mumbai,media.net,sde 1,mumbai,0.0,1700000.0,2316500.0
1584967,Swiggy | SDE-1 | Hyderabad,2021/11/18,swiggy,sde-1,3.2 year fte and 6 months of intern experience,22 lpa,: 26.75 lpa for 1st year,hyderabad,swiggy,sde 1,hyderabad,3.2,2200000.0,2675000.0
902671,Ninjacart | GET (Grad. Engineer Trainee) | India,2020/10/20,ninjacart,get,0,7l base,: 10 ctc,india,ninjacart,graduate engineer trainee,india,0.0,700000.0,-1.0
1393098,MindTickle | SDE 1 | Pune,2021/08/09,mindtickle,software development engineer 1,1,20 lpa inr,: 20 + 1 + 2 + 2 = 25lpa,pune,mindtickle,sde 1,pune,1.0,2000000.0,2500000.0
1650542,Nutanix | MTS - 1 | Amazon | SDE - 1 | Bengaluru,2021/12/27,nutanix,mts-1,6 months,₹ 20,: ~26 lpa,bangalore,nutanix,mts 1,bangalore,0.5,2000000.0,2600000.0
1336342,Technical Writer | Zoho | Chennai,2021/07/14,zoho,,5,7 lakhs per year,,"chennai, india",zoho,n/a,chennai,5.0,700000.0,-1.0
874081,Microsoft | L62 | Hyderabad,2020/10/02,microsoft,l62,6,"35,00,000",: 61l,hyderabad,microsoft,sde 2,hyderabad,6.0,3500000.0,6100000.0
946741,Microsoft | Software Engineer 2 | Hyderabad,2020/11/24,microsoft,software engineer 2,2.5,27 lpa,: 27 + 5.4 + 5.6 = 38.0lpa,hyderabad,microsoft,sde 2,hyderabad,2.5,2700000.0,3800000.0
1428333,Supr Daily | SDE-1 | Bangalore,2021/08/27,supr daily,sde-1,1.2 yr,"inr 16,00,000",": inr 17,00,000 first year",bangalore,suprdaily,sde 1,bangalore,1.2,1600000.0,1700000.0
744229,Morgan Stanley | Technology Analyst | Bangalore,2020/07/19,morgan stanley,technology analyst,,"₹16,00,000/",,"bangalore,india",morgan stanley,techonology analyst,bangalore,-1.0,1600000.0,-1.0
1427028,Walmart Labs | Software Engineer 3| Bangalore,2021/08/26,walmart labs,software engineer 3,3,1800000,: 25 lakhs,bangalore,walmart,sde 3,bangalore,3.0,1800000.0,2500000.0
1072590,Walmart Labs | Software Engineer III | Bangalore,2021/02/19,walmart labs,software engineer iii,4+ years,"rs 22,00,800",": rs 29,35,800",bangalore,walmart,sde 3,bangalore,4.0,2200800.0,2935800.0
1621393,Microsoft -SDE 2 | Adobe - Computer Scientist | Bangalore | Compensation Details,2021/12/10,microsoft,sde-2 -l61,4.4 years,30 lkh base,:~62.5 ctc for first year / ~52.5 ctc from second year,bangalore,microsoft,sde 2,bangalore,4.4,3000000.0,-1.0
688145,VMWare | MTS 3 | Bangalore,2020/06/15,vmware,mts3,6,22l,:26+(24/4)=26+6=32,bangalore,vmware,mts 3,bangalore,6.0,2200000.0,-1.0
697071,Codenation | SDE1 | Bangalore,2020/06/20,codenation,sde1,0,inr 2400000,": inr 26,00,000",bangalore,codenation,sde 1,bangalore,0.0,2400000.0,2600000.0
1322486,ShareChat | SDE2 | Bangalore,2021/07/07,sharechat,sde2,3,"inr 35,00,000",": inr 49,25,000 first year",bangalore,sharechat,sde 2,bangalore,3.0,3500000.0,4925000.0
1487261,TCS | SDE,2021/09/26,tcs,engineer,0,396000,: 396000,banglore,tcs,sde 1,bangalore,0.0,396000.0,396000.0
1320291,VMware | MTS-3 | Bangalore,2021/07/06,vmware,mts-3,6.5+,"32,00,000",: 38.7 lpa,bangalore,vmware,mts 3,bangalore,6.5,3200000.0,3870000.0000000005
1591371,GroupOn | SDE 2 | Bengaluru,2021/11/22,groupon,sde 2,8+,"inr 25,50,000",": inr 30,55,000 first year",bengaluru,groupon,sde 2,bangalore,8.0,2550000.0,3055000.0
971884,Accolite | SDE1 | Gurugram India,2020/12/14,accolite software india pvt ltd,software engineer,0,"₹8,00,000",": ~ ₹10,00,000",bangalore,accolite,sde 1,bangalore,0.0,800000.0,1000000.0
820413,Wells Fargo | Associate | Hyderabad,2020/08/30,wells fargo,associate,2 months,"inr 13,00,000 ctc",": ~ inr 13,00,000 + 1,30,000 + 1,70,000 + 1,00,000 = 17,00,000","hyderabad, in",wells fargo,sde 1,hyderabad,0.16666666666666666,1300000.0,1700000.0
